cases=303 out_dir=agent_space/gb300_fwd_config_final_exact
[232/303] dense_short_k_clc__q17_k1536_b48_c1_s1__h71kv1d64v64: 1.067x
[233/303] dense_short_k_clc__q64_k1280_b96_c1_s1__h32kv32d96v96: 1.068x
[234/303] dense_short_k_clc__q1_k1152_b32_c1_s1__h32kv8d128v128: 1.065x
[235/303] dense_short_k_clc__q17_k1024_b48_c1_s1__h71kv1d64v64: 1.073x
[236/303] dense_short_k_clc__q64_k896_b96_c1_s1__h32kv32d96v96: 1.156x
[237/303] dense_short_k_clc__q1_k640_b32_c1_s1__h32kv8d128v128: 1.112x
[238/303] dense_short_k_clc__q1_k2048_b48_c1_s1__h71kv1d64v64: 0.995x
[239/303] dense_short_k_clc__q17_k1536_b96_c1_s1__h32kv32d96v96: 1.036x
[240/303] dense_short_k_clc__q1_k1152_b48_c1_s1__h71kv1d64v64: 1.002x
[241/303] dense_short_k_clc__q17_k1024_b96_c1_s1__h32kv32d96v96: 1.135x
[242/303] dense_short_k_clc__q1_k640_b48_c1_s1__h71kv1d64v64: 1.000x
[243/303] dense_short_k_clc__q1_k2048_b96_c1_s1__h32kv32d96v96: 1.015x
[244/303] dense_short_k_clc__q129_k1280_b48_c1_s1__h32kv8d128v128: 1.127x
[245/303] dense_short_k_clc__q1_k1152_b96_c1_s1__h32kv32d96v96: 1.133x
[246/303] dense_short_k_clc__q129_k896_b48_c1_s1__h32kv8d128v128: 1.170x
[247/303] dense_short_k_clc__q1_k640_b96_c1_s1__h32kv32d96v96: 1.358x
[248/303] dense_short_k_clc__q64_k1536_b48_c1_s1__h32kv8d128v128: 1.076x
[249/303] dense_short_k_clc__q129_k1280_b96_c1_s1__h71kv1d64v64: 1.240x
[250/303] dense_short_k_clc__q64_k1024_b48_c1_s1__h32kv8d128v128: 1.081x
[251/303] dense_short_k_clc__q129_k896_b96_c1_s1__h71kv1d64v64: 1.315x
[252/303] dense_short_k_clc__q17_k2048_b48_c1_s1__h32kv8d128v128: 1.034x
[253/303] dense_short_k_clc__q64_k1536_b96_c1_s1__h71kv1d64v64: 1.199x
[254/303] dense_short_k_clc__q17_k1152_b48_c1_s1__h32kv8d128v128: 1.095x
[255/303] dense_short_k_clc__q64_k1024_b96_c1_s1__h71kv1d64v64: 1.251x
[256/303] dense_short_k_clc__q17_k640_b48_c1_s1__h32kv8d128v128: 1.133x
[257/303] dense_short_k_clc__q17_k2048_b96_c1_s1__h71kv1d64v64: 1.111x
[258/303] dense_short_k_clc__q129_k1536_b32_c1_s1__h64kv8d64v64: 1.098x
[259/303] dense_short_k_clc__q1_k1280_b48_c1_s1__h32kv8d128v128: 1.086x
[260/303] dense_short_k_clc__q17_k1152_b96_c1_s1__h71kv1d64v64: 1.137x
[261/303] dense_short_k_clc__q129_k1024_b32_c1_s1__h64kv8d64v64: 1.160x
[262/303] dense_short_k_clc__q1_k896_b48_c1_s1__h32kv8d128v128: 1.120x
[263/303] dense_short_k_clc__q17_k640_b96_c1_s1__h71kv1d64v64: 1.183x
[264/303] dense_short_k_clc__q64_k2048_b32_c1_s1__h64kv8d64v64: 1.047x
[265/303] dense_short_k_clc__q1_k1280_b96_c1_s1__h71kv1d64v64: 1.000x
[266/303] dense_short_k_clc__q64_k1152_b32_c1_s1__h64kv8d64v64: 1.122x
[267/303] dense_short_k_clc__q1_k896_b96_c1_s1__h71kv1d64v64: 0.990x
[268/303] dense_short_k_clc__q64_k640_b32_c1_s1__h64kv8d64v64: 1.189x
[269/303] dense_short_k_clc__q129_k1536_b96_c1_s1__h32kv8d128v128: 1.159x
[270/303] dense_short_k_clc__q17_k1280_b32_c1_s1__h64kv8d64v64: 1.031x
[271/303] dense_short_k_clc__q129_k1024_b96_c1_s1__h32kv8d128v128: 1.153x
[272/303] dense_short_k_clc__q17_k896_b32_c1_s1__h64kv8d64v64: 1.059x
[273/303] dense_short_k_clc__q64_k2048_b96_c1_s1__h32kv8d128v128: 1.075x
[274/303] dense_short_k_clc__q1_k1536_b32_c1_s1__h64kv8d64v64: 1.066x
[275/303] dense_short_k_clc__q64_k1152_b96_c1_s1__h32kv8d128v128: 1.117x
[276/303] dense_short_k_clc__q1_k1024_b32_c1_s1__h64kv8d64v64: 1.052x
[277/303] dense_short_k_clc__q64_k640_b96_c1_s1__h32kv8d128v128: 1.204x
[278/303] dense_short_k_clc__q129_k2048_b32_c1_s1__h32kv32d96v96: 1.107x
[279/303] dense_short_k_clc__q17_k1280_b96_c1_s1__h32kv8d128v128: 1.069x
[280/303] dense_short_k_clc__q129_k1152_b32_c1_s1__h32kv32d96v96: 1.171x
[281/303] dense_short_k_clc__q17_k896_b96_c1_s1__h32kv8d128v128: 1.106x
[282/303] dense_short_k_clc__q129_k640_b32_c1_s1__h32kv32d96v96: 1.251x
[283/303] dense_short_k_clc__q129_k2048_b48_c1_s1__h64kv8d64v64: 1.064x
[284/303] dense_short_k_clc__q1_k1536_b96_c1_s1__h32kv8d128v128: 1.059x
[285/303] dense_short_k_clc__q64_k1280_b32_c1_s1__h32kv32d96v96: 1.083x
[286/303] dense_short_k_clc__q129_k1152_b48_c1_s1__h64kv8d64v64: 1.162x
[287/303] dense_short_k_clc__q1_k1024_b96_c1_s1__h32kv8d128v128: 1.104x
[288/303] dense_short_k_clc__q64_k896_b32_c1_s1__h32kv32d96v96: 1.157x
[289/303] dense_short_k_clc__q129_k640_b48_c1_s1__h64kv8d64v64: 1.288x
[290/303] dense_short_k_clc__q17_k1536_b32_c1_s1__h32kv32d96v96: 1.061x
[291/303] dense_short_k_clc__q64_k1280_b48_c1_s1__h64kv8d64v64: 1.118x
[292/303] dense_short_k_clc__q17_k1024_b32_c1_s1__h32kv32d96v96: 1.141x
[293/303] dense_short_k_clc__q64_k896_b48_c1_s1__h64kv8d64v64: 1.180x
[294/303] dense_short_k_clc__q1_k2048_b32_c1_s1__h32kv32d96v96: 1.047x
[295/303] dense_short_k_clc__q17_k1536_b48_c1_s1__h64kv8d64v64: 1.045x
[296/303] dense_short_k_clc__q1_k1152_b32_c1_s1__h32kv32d96v96: 1.134x
[297/303] dense_short_k_clc__q17_k1024_b48_c1_s1__h64kv8d64v64: 1.102x
[298/303] dense_short_k_clc__q17_k1088_b40_c1_s1__h32kv8d128v128: 1.088x
[299/303] dense_short_k_clc__q97_k1216_b40_c1_s1__h32kv8d128v128: 1.112x
[300/303] dense_short_k_clc__q1_k1024_b40_c1_s1__h71kv1d64v64: 1.027x
[301/303] dense_short_k_clc__q33_k1152_b40_c1_s1__h71kv1d64v64: 1.141x
[302/303] dense_short_k_clc__q17_k1088_b40_c1_s1__h32kv32d96v96: 1.155x
[303/303] dense_short_k_clc__q97_k1216_b40_c1_s1__h64kv8d64v64: 1.119x
balanced_varlen_mha_clc: n=84 geomean=1.144x weighted=1.103x range=[1.010, 1.373]x W/N/L=83/1/0 geomean95=[1.143, 1.145]
dense_short_k_clc: n=73 geomean=1.110x weighted=1.126x range=[0.990, 1.358]x W/N/L=68/4/1 geomean95=[1.109, 1.111]
high_head_varlen_clc: n=50 geomean=1.192x weighted=1.124x range=[1.003, 1.421]x W/N/L=49/1/0 geomean95=[1.190, 1.193]
long_k_d64_nonpersistent: n=96 geomean=1.058x weighted=1.042x range=[0.999, 1.106]x W/N/L=94/2/0 geomean95=[1.058, 1.059]
results=agent_space/gb300_fwd_config_final_exact/results.json
